appid,name
582270,Everything
582280,PIGMENTUM
582290,Rest House
582330,Warriors: Rise to Glory!
582350,Zombie Killin'
582360,Spud Cricket VR
582370,Snowflake's Chance
582390,Ski Sport: Jumping VR
582440,Nine
582500,We Were Here
582510,liquivid Video Merge
582530,Wacky Spores: The Chase
582550,Passpartout: The Starving Artist
582560,The Invisible Hours
582610,Z-End
582620,Copoka
582660,Black Desert Online
582810,Awesome Metal Detecting
582820,Gravity Vector
582830,SYNCH
582840,20something
582890,Estranged: Act II
582920,From Shadows
582960,LIT
582980,Castle of Shikigami 式神の城
582990,Space Fist
583000,Fly Away
583010,VoiceAttack
583030,Eraser & Builder
583040,Princess Maker Refine
583060,The Cavern
583090,SeaBed
583150,KART CHASER : THE BOOST VR
583190,The Astonishing Game
583200,Vision Therapy VR
583240,Coffence
583270,Cosmic Express
583470,The End Is Nigh
583490,InfiniPicross
583500,Galaxis Wars
583510,Air Rage
583530,Aquila Bird Flight Simulator
583570,1-2-Swift
583580,Brutal Warrior
583590,Arms Race - TCWE
583620,3D Organon Anatomy
583740,AVATARIKA
583750,Sky Climbers
583760,Slash It 2
583850,Punch! Home & Landscape Design Essentials v19
583860,PhotoZoom Classic 6
583870,Punch! Landscape Design for Mac v19
583890,Balthazar's Dream
583930,Faerie Solitaire Remastered
583950,Artifact
584040,Journey: Benjamin's Adventures
584080,Proton Ball
584100,Mad Digger
584150,Casey Powell Lacrosse 18
584170,Freedom Locomotion VR
584200,MultiVR.se
584220,RunningDead
584280,Airport Master
584370,The Trail: Frontier Challenge
584400,Sonic Mania
584600,Virus Crashers
584760,Rayless
584780,Operation swat
584800,Civil War: Battle of Petersburg
584850,Power Solitaire VR
584860,Surfasaurus
584880,Pixel Sand
584890,Stayin' Alive
584930,Conductor
584940,Amber's Magic Shop
584980,Late Shift
584990,The Long Reach
585040,Dry Erase: Infinite VR Whiteboard
585080,Hunting Simulator
585090,Black River
585180,Open Sorcery
585190,A Gummy's Life
585220,Mortificatio
585240,Return to Zork
585260,Antagonist
585270,HeapVR
585290,Lifeline
585310,Beyond the City VR
585340,SYMMETRY alpha
585360,Steampunk Syndicate
585410,GameMaker Studio 2 Desktop
585420,Trailmakers
585430,Flatspace IIk
585450,Shadows: Awakening
585500,Dick Wilde
585550,FEMINAZI: The Triggering
585560,Finnish Roller
585590,Emperor Kingdom
585600,GameMaker Studio 2 Web
585610,GameMaker Studio 2 UWP
585620,GameMaker Studio 2 Mobile
585630,Switchblade
585690,Minimalism
585710,Blazing Beaks
585740,MORTEM
585750,Chowdertwo
585770,Prism Collider
585820,Leylines
585830,Ninja Stealth 2
585840,Leaving Lyndow
585860,Bunker 58
585880,Once on a windswept night
585890,Sweetest Monster
585900,Harvest Moon: Light of Hope Special Edition
585910,Wild Guns Reloaded
585920,Puzzle One
585940,Project Shield
585950,Wayout 2: Hex
585970,Tank Assault X
585990,Echoes of the Fey Episode 0: The Immolation
586020,Flairtender
586030,Shardbound
586060,JET HERO
586080,Age of Heroes (VR)
586100,Heroes in the Sky-Origin
586110,Sansar
586130,Survival Driver
586140,BlazBlue Centralfiction
586150,Armored Freedom
586160,Dash Fleet
586170,Mad Dojo
586200,Street Fighter 30th Anniversary Collection
586210,OVRdrop
586230,Kult of Ktulu: Olympic
586240,Soul Searching
586310,Gunman Taco Truck
586320,UFO - Unfortunately Fortunate Organisms
586340,Lamm
586350,UBERMOSH:WRAITH
586360,Pyro VR
586380,VITATIO 2
586390,Missile Cards
586430,Spheroids
586450,HIKIBYOU2
586460,Greyhound Manager 2 Rebooted
586560,PhotoTangler Collage Maker
586570,Metanet Hunter CD
586600,The Adventures of Fluffy
586620,OR
586660,Trackless
586670,A Foretold Affair
586680,Awakening: The Golden Age Collector's Edition
586690,Dead Reckoning: Silvermoon Isle Collector's Edition
586700,Otherworld: Omens of Summer Collector's Edition
586710,Witches' Legacy: Slumbering Darkness Collector's Edition
586740,Spirits of Mystery: Song of the Phoenix Collector's Edition
586750,Sonny
586770,MEGALOMANIAC
586790,Hold your houses
586830,Mighty Monster Mayhem
586880,Mini Ghost
586890,Play with Balloon
586920,Empyrean Frontier
586930,Taken Souls: Blood Ritual Collector's Edition
586950,The Wizards - Enhanced Edition
586960,Upside Down
586970,Hungry Flame
586980,MadOut2 BigCityOnline
586990,Just VR Slingshot Target Practice
587000,First Strike: Final Hour
587010,EZRA: The Stranger
587030,Bunker Busters Steamworks Test
587070,PROTOThYPE _ a love story
587100,Ys SEVEN
587110,Ys: Memories of Celceta
587160,Nose Goes
587180,Wulverblade
587210,Skull Rush
587220,Jet Island
587260,Tokyo Xanadu eX+
587290,The Thing With Mistletoes
587310,Soma Spirits: Rebalance
587330,MARS SIMULATOR - RED PLANET
587390,LOR - League of Runners
587400,Snow Moto Racing Freedom
587420,Cart Racer
587430,I Expect You To Die
587440,Galactic Keep
587450,Saurian
587460,Knightfall: Rivals
587470,Chroma Lab
587480,elaine
587490,Dark Throne
587540,Deliverace - Battle Racing
587560,Oodlescape - The Apocalypse
587570,Elsewhere High: Chapter 1 - A Visual Novel
587580,Nature Treks VR
587620,OKAMI HD / 大神 絶景版
587690,The Artist
587710,Xenobox VR
587730,Orbital Injection
587770,4x4 Road Race
587790,Deadly Animal Duel
587810,Bang Bang Fruit
587840,In the Darkness of the Sea
587860,Tales of Escape
587920,Phantom Halls
587930,Under a Desert Sun
587970,Dead Drop
588030,Derail Valley
588040,WILL: A Wonderful World / WILL：美好世界
588050,"You, With Me - A Kinetic Novel"
588070,BrotherZ
588080,Numantia
588110,One Dog Story
588120,Capsa
588140,ESCAPE FROM VOYNA: Dead Forest
588160,Pizza Connection 3
588180,Totemori
588190,Tower!3D Pro
588200,MODSORK
588210,HELLION
588230,Beckett
588240,Frisky Business
588290,Goalie Challenge VR
588340,Stolen Steel VR
588350,VR Meditation SkyRun
588410,Virtual Sports
588430,Fallout Shelter
588440,False Front
588490,TrickStyle
588540,Super Lovely Planet
588550,High Templar VR
588560,VRobot: VR Giant Robot Destruction Simulator
588620,Mary Le Chef - Cooking Passion
588630,Draw Rider 2
588650,Dead Cells
588690,"Peace, Death!"
588710,Neighboring Islands
588720,Easy German Platinum
588730,Majotori
588750,King Of Dirt
588800,HEVN
588880,Crush
588890,Heroes of Arca
588920,BADASS
588950,Kingsway
588970,Oik
588980,Speed and Scream
588990,The Homestead Invasion
589040,Fujii
589060,"Trapper Knight, Sharpshooter Princess"
589080,Enigma Sphere :Enhanced Edition
589100,The Moonstone Equation
589110,Constricted VR
589150,Viking Rage
589160,Zombie Apocalypse
589170,Panzer Panic VR
589180,Defuser VR
589200,Dreadhalls
589220,UAYEB: The Dry Land - Episode 1
589240,Jaguar I-PACE Concept | Virtual Reality Experience
589250,PowersVR
589260,Nice Slice
589270,xoEl Empire
589280,Stunt Kite Masters VR
589290,Holdfast: Nations At War
589300,Legend of the Skyfish
589320,Catch a Lover
589360,Ni no Kuni II: Revenant Kingdom
589380,VRog
589410,Dammerlicht
589420,Grass Cutter - Mutated Lawns
589430,Killer Elite – Time to Die
589460,Covert Syndrome
589470,Myrne: The Quest
589480,The Falconers: Moonlight
589500,Shovel Knight: Shovel of Hope
589510,Shovel Knight: Specter of Torment
589530,Hakuoki: Kyoto Winds
589590,Kindergarten
589620,It Lurks in the Woods
589640,Spoids
589670,Double Kick Heroes
589680,Chainless
589690,Queen's Quest 3: The End of Dawn
589730,Tyd wag vir Niemand (Time waits for Nobody)
589740,Blue Horizon
589760,Revhead
589770,Green Elephant 2D
589780,The Red Strings Club
589850,Leashed Soul
589860,SoulSet
589870,Learn to Fly 3
589940,Eye of the Temple
590250,The Frontier Outskirts VR
590270,Catsby
590280,Canvas The Gallery
590370,Tiny Troopers 2
590380,Into the Breach
590430,BeefeaterXO
590440,Carlos III y la difusión de la antigüedad
590530,World Builder
590560,"Filthy, Stinking, Orcs!"
590570,Paper Quest
590580,Dragon of Legends
590590,Remnants of Naezith
590600,LifeBase
590660,Shop Tycoon The Boss
590690,Sprint Vector
590720,Cobalt WASD
590770,Vectonic
590820,Pixel Stories of Dungeon
590840,Attack of the Giant Mutant Lizard
590850,Night Lights
590870,Planetoid
590910,炎黄战纪之三国烽烟
590940,Split Of Knight
590950,Toaster Jam
590970,Hollow
591000,Deep Sixed
591020,山贼
591090,Bestseller: Curse of the Golden Owl
591130,Bunny Madness Anarchy
591140,Disc League
591350,Escape the Mazes
591360,Dreams of Dali
591370,Production Line : Car factory simulation
591380,Bomb Squad Academy
591390,a nifty game
591420,Zup! 4
591460,Parkasaurus
591470,Dark Realm: Queen of Flames Collector's Edition
591530,Hyper Universe
591560,Red Death
591580,Mystery Tales: The Lost Hope Collector's Edition
591610,Deep End
591630,Candleman: The Complete Journey
591640,Light It ~ てらし鬼 ~
591660,Final Rest
591680,Taphouse VR
591740,Sniper Fury
591750,Solo
591760,HyperBrawl Tournament
591790,BREACH IT
591910,World Basketball Manager 2
591920,Power Tools VR
591930,Genesia Legacy: Ultimate Domain
591940,The Normal Day
591960,Animation Throwdown: The Quest for Cards
591990,Cosmic Awakening VR
592020,SmuggleCraft
592030,Just In Time Incorporated
592040,Energia
592060,Sons of Triskelion
592100,Flotilla 2
592120,Glyphs Apprentice
592130,NakedMan VS The Clothes
592200,Super Army of Tentacles 3: The Search for Army of Tentacles 2
592240,Jupiteration
592260,Dungeon Painter Studio
592270,Neko Navy
592300,Slowdrive
592320,The Ruins: VR Escape the Room
592330,Roomscale Coaster
592340,Mall Empire
592350,Nvil
592360,Violet's Dream VR
592380,Apocalypse Cow
592390,Radline: Quarantine
592400,Courtyard Broomball
592410,Spacetours VR - Ep1 The Solar System
592450,FERIT Simulator
592480,Knights And Bikes
592550,Seasteader
592560,Hoop Route
592570,Wild Unknown
592580,PRO EVOLUTION SOCCER 2018
592600,PRO EVOLUTION SOCCER 2018 LITE
592620,Trajectory
592640,MGSLeisure1000
592660,Zen Garden
592720,Paulo's Wing
592730,Aerial Destruction
592740,Drift 7 Islands (survival)
592750,SPACE-FRIGHT
592780,Bang Bang Car
592890,Insidia
592920,Inception VR
592990,ChemCaper: Act I - Petticles in Peril
593030,Strategic Command WWII: War in Europe
593070,Digby Extreme
593090,GIPHY Museum of GIF Art
593100,There Is a Way
593150,Ooblets
593200,The Adventures of Fei Duanmu 端木斐异闻录
593210,Counter Fight: Samurai Edition
593240,VR SUPER SPORTS
593250,Voxel Shot VR
593260,Planet Defender
593280,Cat Quest
593330,Algotica Iterations
593400,Float Gallery
593410,Elven Legend
593490,Empire Architect
593530,Jelly in the sky
593540,Elven Legend 2: The Bewitched Tree
593560,The Last Cargo
593600,PixARK
593620,The Last Conflict
593670,Sponchies
593680,Rocking Pilot
593700,Tower Fortress
593730,Ouroboros: Prelude
593740,Dragon Climax
593850,Davyria: Heroes of Eternity
593900,Tender Loving Care
593950,世阳教你学防灾Shiyang teaches you to learn disaster prevention
593960,Lorelai
593970,Clash of Vessels VR
593980,Gluon
594000,Shadows and Lies
594040,SERIES MAKERS TYCOON
594050,Red Alliance
594120,Fort Awesome
594130,Winds of Change
594150,airRevo VR
594160,The Last Patient
594200,Don't Get Hit In The Face
594300,Chasing Styx
594310,Reflection of a Fallen Feather
594320,Return of Red Riding Hood Enhanced Edition
594330,Visage
594350,Attack Helicopter Dating Simulator
594360,Sort 'Em
594370,Crazy Fishing
594390,Decoy
594410,Western Bank VR
594490,Deadly Hunter VR
594550,Arma: Cold War Assault Mac/Linux
594570,Total War: WARHAMMER II
594640,Evil
594650,Hunt: Showdown
594660,Runt of the Litter
594680,Shuyan Saga
594720,Star Merchant
594750,Tiles
594760,Zombie in my city
594770,Legends of Aria
594810,Color Jumper
594820,An Oath to the Stars
594950,The Witches' Tea Party
594980,Super Amazeballs
595000,Ghostbusters VR: Now Hiring
595010,Violet Cycle
595030,Please
595060,Lionheart: Legacy of the Crusader
595070,Keep Balance VR
595080,Silver Grapple
595090,Prevent The Fall
595100,CTHON
595110,Gran Skrea Online
595120,Cold Space
595130,My Vet Practice
595140,Immortal Redneck
595150,My Vet Practice – Marine Patrol
595160,"My Boyfriend – He loves me, he loves me not"
595260,Heat Guardian
595270,Million to One Hero
595280,Throne of Lies The Online Game of Deceit
595300,VR2: Vacate 2 Rooms (Virtual Reality Escape)
595320,Polterheist
595360,NIGHTSTAR: Rogue Wings
595420,Franchise Hockey Manager 4
595430,Sky Knights
595440,CPU Invaders
595460,Flix and Chill
595470,Shadow Circuit
595490,LookVR
595520,FINAL FANTASY XII THE ZODIAC AGE
595550,Mastema: Out of Hell
595560,Legend of Hand
595630,Neon8
595640,Robo Do It
595660,Lux Alliance
595690,One Hour One Life
595730,Ascendant Hearts
595740,SAMURAI WARRIORS: Spirit of Sanada
595770,AirMech Wastelands
595780,Rogue Port - Blue Nightmare
595790,Hell is Other Demons
595920,Death Point
595960,Pinball Wicked
595990,Princess Kidnapper 2 - VR
596050,Martha Madison: Optics
596070,Skills Hockey VR
596080,Embers of Mirrim
596140,Photo & Graphic Designer 12 Steam Edition
596200,Blood 'n Bikinis
596240,Apocryph: an old-school shooter
596260,S-COPTER: Trials of Quick Fingers and Logic
596270,Tales of Terror: Crimson Dawn
596280,You Are God
596370,Turn
596380,Coffee Crisis
596390,Over My Dead Body (For You)
596400,Azada: Elementa Collector's Edition
596470,Cartesian
596530,Chaos Drift
596540,The Lost Heir 3: Demon War
596560,MARS VR(全球使命VR)
596590,Linked
596620,Gas Guzzlers: Combat Carnage
596630,Ricochet Kills: Noir
596640,Lost in the Ocean VR
596650,Tap Adventure: Time Travel
596710,Kith - Tales from the Fractured Plateaus
596730,Mountaineer
596740,Origin Space
596810,Save Their Souls
596870,Drop Hunt - Adventure Puzzle
596880,VEGAS DVD Architect Steam Edition
596890,Life of a Mobster
596910,Life of a Wizard
596940,Hide and Seek
596950,Rat Simulator
596970,SUNLESS SKIES
596990,Mini Rollers
597020,All-Star Fielding Challenge VR
597030,Aircraft Evolution
597040,Dumbass Drivers!
597090,Comit the Astrodian 2
597120,The Filmmaker - A Text Adventure
597150,Hyper Knights
597170,Clone Drone in the Danger Zone
597190,Lunaform
597200,Epic Little War Game
597210,Bayou Island - Point and Click Adventure
597220,West of Loathing
597230,Shotgun Legend
597240,johnsgame
597280,Witch Hunters: Stolen Beauty Collector's Edition
597590,Attack of the Bugs
597640,"Buccaneers, Bounty & Boom!"
597670,Exterminator
597700,OVIVO
597720,Stunt Toys
597730,Dark Grim Mariupolis
597760,Yuppie Psycho
597770,VINDICTA
597810,Shining Plume 2
597840,Live Wallpaper Master
597860,Nightmare Boy
597900,Eternum EX
597910,Quantum Engine
597920,Survivalizm - The Animal Simulator
597970,Age of Rivals
597990,I'm Titanium
598030,REVOLT 1917
598050,Ominous Objects: Family Portrait Collector's Edition
598060,Slasher's Keep
598070,Nevrosa: Prelude
598090,Absent Mind
598170,Super
598180,Arcane Mapper
598230,Ascender
598240,Stupid Raft Battle Simulator
598330,SimAirport
598340,Lament
598350,Alien Insanity
598440,Roots of Insanity
598450,"Slice, Dice & Rice"
598480,World of One
598490,Healer's Quest
598500,Startide
598530,Naev
598590,Escape 2042 - The Truth Defenders
598600,Silence in Space - Season One
598610,Avalon Legends Solitaire
598620,Mystery Riddles
598640,Wonder Wickets
598660,Plevr
598670,Otome Romance Jigsaws - Midnight Cinderella & Destined to Love
598680,Master of Magic Chess
598690,Dark Legion VR
598700,The Vagrant
598720,Country of One
598810,Carcassonne - Tiles & Tactics
598820,Aloha Paradise Hotel
598840,Ninja Shodown
598860,MAGIX Video Pro X8 Steam Edition
598880,Domiverse
598940,Doodle Mafia
598960,Mashinky
598980,The Coin Game
598990,Pizza Connection
599000,Pizza Connection 2
599010,Hanse - The Hanseatic League
599040,Win That War!
599060,Age of Heroes: Conquest
599070,Umpire Simulator
599080,The Blackout Club
599140,Graveyard Keeper
599150,Prana
599160,Skeletal Dance Party
599180,Mister Mart
599390,Battle for Wesnoth
599420,The Raiders
599430,War of Castle VR
599460,Weapon Shop Fantasy
599480,Flamel's miracle（弗拉梅尔的奇迹）
599490,Bounty Killer
599510,SpaceDweller
599560,Ghost Files: The Face of Guilt
599590,Volleyball Fever
599600,Constructor Classic 1997
599630,Mountain Mind - Headbanger's VR
599670,Chess3D
599750,Crisis in the Kremlin
599800,Easy Magic
599840,Planet RIX-13
599880,Tequila Zombies 3
599900,Tower Defense - Fantasy Legends Tower Game
599960,Dogolrax
599990,SecondSpeed
600000,The St Christopher's School Lockdown
600090,The Coma: Recut
600100,Executive Hockey
600120,Life Forge - Reborn ORPG
600130,Valfaris
600140,Belko VR: An Escape Room Experiment
600150,Warpaint
600170,Off The Record: The Art of Deception Collector's Edition
600180,Light Strike Array
600190,Ski Jump VR
600210,RoboMatch
600230,Epsilon Jump Prime
600250,Art of Guile
600260,Jungle Dino VR
600280,Supreme Ruler The Great War
600290,The Forgotten Void
600310,Rogue'n Roll
600330,CONTRACTED
600350,VectorWars VR
600370,Paradigm
600410,HERO-E
600420,Mob Rule Classic
600430,Ticket to Ride: First Journey
600440,Cyber Complex
600460,Dustwind
600480,Megaquarium
600500,LASER STRIKERS
600530,Kautic - The Bald Wizard
600550,Save Our Souls - Episode I
600580,Dark Mechanism - Virtual reality
600600,MakeThatMoney
600630,Spaceship Looter
600640,Trapped Summoner
600650,OK Bob
600660,Kimmy
600670,Descending
600690,TROID BLASTER
600720,Trackmania² Lagoon
600740,Land Doctrine
600750,Star Trek Timelines
600980,Master Shot VR
600990,The Gardens Between
601010,Hotel Anatolia
601020,"Seed Of The Arcane , Episode 1"
601050,Attack on Titan 2 - A.O.T.2 - 進撃の巨人２
601080,TRANCE VR
601110,Twin Roads
601120,Brain Machine
601130,Spark
601150,Devil May Cry 5
601170,ZiL Truck RallyCross
601180,Doug and Lily
601200,Pix
601220,Zup! F
601240,Ripple
601250,Micronomicon: Heroes
601320,Schlocks
601340,Project of the Developer
601380,The Last One
601400,qb
601420,Dark Parables: Requiem for the Forgotten Shadow Collector's Edition
601430,The Evil Within 2
601490,Passengers: Awakening VR Experience
601500,Lost in Nature
601510,Yu-Gi-Oh! Duel Links
601520,Sirius: Age of the Free Agents
601530,Darkarta: A Broken Heart's Quest Collector's Edition
601540,Veil of Crows
601550,Don't Look Back
601570,Fix Me Fix You
601590,BattleTrucks
601620,Room Designer VR
601640,The guard of dungeon
601700,JETBROS
601750,Range Day VR
601760,VR Audio Visualizer
601770,Sparc
601780,VoiceWarrior
601790,Eternal Lore
601810,Spark the Electric Jester
601870,Biotoxin: The Dark Days
601890,PD Howler 11
601920,Adjacency
601930,Trianguluv
601940,Fancy Fishing VR
601990,Perspectives: Aleppo-Helsinki
602000,Uplands Motel: VR Thriller
602010,Plank not included
602040,Rota Craze
602070,Plasma Puncher
602080,Solaroids: Prologue
602090,Janus VR
602120,Molemen Must Die!
602130,Violent killer VR
602140,The Uncertain: VR Experience
602150,Desert Battle
602160,Alchemist Defender VR
602180,Free Towns
602200,Dreamlike Worlds
602270,Alienautics
602300,Alter Army
602320,Train Valley 2
602430,Yono and the Celestial Elephants
602480,Kartong - Death by Cardboard!
602490,Blood Bowl: Death Zone
602510,Gettysburg: The Tide Turns
602520,NEKOPARA Vol. 3
602540,The Ancient Remains
602550,Space Conquest
602590,Saucer-Like
602630,Diorama Worlds
602700,Chippy
602770,Clatter
602790,Fated Souls 3
602830,Hexaball
602860,Ironclads 2: Boshin War
602880,Powernaut VANGARDT
602890,hack_me 2
602910,One Wish
602920,Sketch! Run!
602930,Wordlase
602960,Barotrauma
602970,Stunt Island
603000,Hillbilly Apocalypse
603010,Chill
603020,Skautfold: Usurper
603030,Lamp Head
603060,Tarim: Guardians
603080,Chronicles of a Dark Lord: Tides of Fate Remastered
603090,Dream Stone
603100,ATOMINE
603110,Grizzland
603120,Happy Campers
603130,Masked Shooters
603140,Connected Hearts - Visual novel
603150,Defence to death
603190,Tank Destroyer
603220,ROTii
603230,The Wendigo
603250,My Own Little Planet
603260,The Cat Games
603280,TAROTICA VOO DOO
603320,Age of Defense
603330,Blasted Road Terror
603340,Demon Blade VR
603350,Don't cut your hand
603360,CryptoMoneya
603380,Dragon Essence - Color My World -
603390,Stone Story RPG
603400,FOX n FORESTS
603420,Caveman Warriors
603450,2URVIVE - Definitive Edition
603460,King and Assassins
603490,Star Hunter VR
603530,A Robot Named Fight!
603550,Schlag den Star - Das Spiel
603560,One Night In The House
603610,AEGIS 2186
603630,Rubber Ball VR
603700,The Low Road
603730,Something To Do With Love
603750,- Arcane Raise -
603790,Ninja Avenger Dragon Blade
603800,ReThink
603810,A Girls Fabric Face
603840,Randall
603850,Age of Civilizations II
603870,A Tale of Two Kingdoms
603880,Sounds of Her Love
603910,MECCHA ZOMBIES
603930,Battle Princess Madelyn
603940,Pixel Shopkeeper
603960,Monolith
603970,Shoot Loop VR
603990,Memory Eater
604000,Like Clay
604010,Chimpology
604040,Legion Tale
604060,Goblin Harvest - The Mighty Quest
604110,Heart. Papers. Border.
604140,Broccoli Bob
604150,Bomb Royale
604170,Libra of the Vampire Princess
604190,Storm Riders
604200,Night of Terror
604240,Shotgun Farmers
604300,Show Must Go On
604330,The Crown of Leaves
604340,Web of Deceit: Black Widow Collector's Edition
604450,Another Adventure
604490,Running Through Russia
604500,Tank Force
604530,EmbodyMe Beta
604550,Reality Incognita
604630,Build It
604640,Outer Rim
604740,Danger Zone
604780,aMAZE
604830,All Alone: VR
604900,Get'em Gary
604920,Dark Blood Chronicles
604950,RGBverse
604980,Travel Riddles: Trip To India
605040,Zarya and the Cursed Skull
605100,Renzo Racer
605110,VR Chair Games
605140,Kings of Lorn: The Fall of Ebris
605160,Perfect Plan
605180,Theory of Fear
605190,Getaway Island
605200,Kursk - Battle at Prochorovka
605210,The Last Tree
605230,Grey Hack
605250,Cluckles' Adventure
605310,Unearthing Mars VR
605410,Fear the Dead
605450,In Death
605490,One Hit KO
605610,Dawn
605740,"Flashing Lights - Police, Firefighting, Emergency Services Simulator"
605760,gRally
605770,Luna
605790,Queen's Tales: The Beast and the Nightingale Collector's Edition
605830,Organ Quarter
605850,Pinball Inside: A VR Arcade Game
605860,Paper Toss VR
605920,VOLTED
605990,Heart's Medicine - Hospital Heat
606000,Die for Valhalla!
606010,Weelco VR
606030,Meganoid
606060,Dark Tower
606140,Survived By
606150,Moonlighter
606180,Viveport Video
606190,Nighthaw-X3000
606230,Thea 2: The Shattering
606270,Chess and Checkers VR
606280,Darksiders III
606300,Divine Ascent
606330,Shadows 2: Perfidia
606360,Mech Skeleton
606370,Romancing SaGa 2
606480,Flood of Light
606490,Duck Life: Space
606500,HellSign
606510,Grisaia Phantom Trigger Vol.1
606520,Grisaia Phantom Trigger Vol.2
606670,Crowd Smashers
606680,Silver
606690,Ecchi Sketch: Draw Cute Girls Every Day!
606710,Sphinx and the Cursed Mummy
606720,Cosmic Kites
606730,Sine Mora EX
606790,Battle Bolts
606800,Startup Company
606850,VR Batting
606860,Nephise
606870,MetaMorph: Dungeon Creatures
606880,GreedFall
606890,Masters of Anima
606920,EXA: The Infinite Instrument
606940,Cyborg Tower Defense
606950,Army General
606960,CRIMSON METAL Classic 1999
607020,Last Heroes 4
607030,Jade's Journey 2
607040,Grimoire Chronicles
607050,Wargroove
607120,Police Quest: SWAT 2
607160,Luxin Time
607190,Dark: Frontier
607210,Possessed
607230,ClockwiZZZe
607260,McOsu
607270,Jack's Gang
607330,Rangi
607360,COG (Center Of Gravity)
607380,Fences
607400,Necrosphere
607440,Escape: VR
607460,Epic Snails
607490,HAUNTED: Halloween '86 (The Curse Of Possum Hollow)
607560,VRCURATOR
607590,Earthquake Simulator VR
607660,21 Days
607670,Puzzle Guardians
607680,Popap
607690,SourVR Video Player Deluxe Edition
607720,VR Darts
607760,Cyberdrifter
607770,Moonatees
607780,Toymaker
607820,Infinite Adventures
607860,Kira
607880,Accel World VS. Sword Art Online Deluxe Edition
607890,Sword Art Online: Hollow Realization Deluxe Edition
608000,Buzz Aldrin: Cycling Pathways to Mars
608110,Null Vector
608120,AFTERBURN
608190,Frontier VR
608370,Drums Hero
608440,Volatile Triangle
608530,TARTARUS
608540,Blastercell
608580,Empires
608630,PIXEL ZUMBI
608660,Psebay
608670,Miracle Mia
608760,Doodle Devil
608800,Guns of Icarus Alliance
608830,Project:surviving
608870,Phantasma VR
608980,Arch Virtual HQ
608990,The Archotek Project
609010,Mech League Boxing
609100,Gold Rush! 2
609110,Blazing Chrome
609150,STAR OCEAN - THE LAST HOPE - 4K & Full HD Remaster
609170,Drummer Talent VR
609320,FAR: Lone Sails
609340,Twilight Phenomena: The Lodgers of House 13 Collector's Edition
609400,City Rush
609410,Iron Tides
609420,Never Give Up
609490,Minit
609720,Tyr: Chains of Valhalla
609760,The Eagle's Heir
609940,KROSMAGA
609990,BeeFense
610080,Realm Grinder
610090,Gnomelings: Migration
610110,Love Story: Letters from the Past
610120,Little Kite
610130,UltraGoodness
610180,The Jackbox Party Pack 4
610190,WARRIORS ALL-STARS / 無双☆スターズ
610210,Planetes
610250,Glitch's Trip
610260,American VR Coasters
610310,Star Story: The Horizon Escape
610340,CyberLink ScreenRecorder 3 Deluxe
610350,Poker Show VR
610360,Zup! Zero
610380,Ratty Catty
610410,PAWARUMI
610460,Rise of Balloons
610500,Willy-Nilly Knight
610550,Hidden Expedition: The Pearl of Discord Collector's Edition
610560,Tales of the Lumminai
610570,Paradox Soul
610610,PacaPlus
610620,Too Loud: Chapter 1
610660,Russian Roads
610670,Alchemyland
610680,Starway Fleet
610730,The Chosen Warriors
610740,SuperCluster: Void
610750,Games&Girls
610780,Crazy Buggy Racing
610810,Your Friend Hana
610840,JASEM: Just Another Shooter with Electronic Music
610860,Shogo: Mobile Armor Division
610900,Sumatra: Fate of Yandi
610940,iStorm
610960,红石遗迹 - Red Obsidian Remnant
610980,The Midnight Sanctuary
611020,CityBattle | Virtual Earth
611040,Tube Tycoon
611050,Moriarty: Endgame VR
611060,ECHOPLEX
611080,Gappo's Legacy VR
611090,Boofle's Home
611120,IKEA VR Pancake Kitchen
611140,Dark Passenger
611160,Karnage Chronicles
611180,Super Street: The Game
611230,Heathen - The sons of the law
611260,Mad Machines
611300,Task Force
611320,Think To Die 3
611350,Evil Tag
611390,Anicon - Animal Complex - Sheep's Path
611500,Quake Champions
611620,TheNightfall
611630,Grave Chase
611640,Mono
611660,Fallout 4 VR
611670,The Elder Scrolls V: Skyrim VR
611690,Invicta Beam
611710,Kaiju Big Battel: Fighto Fantasy
611720,Practisim VR
611730,Galactic Feud
611750,Welcome to Hanwell
611760,Don't Escape: 4 Days to Survive
611770,Void Source
611780,Across The Moment
611790,House Party
611800,Jidousha Shakai
611810,THE LAST HUNT
611820,Xenosis: Alien Infection
611830,Park Bound
611850,Tragedy of Prince Rupert
611860,Aborigenus
611960,Pilam Sky
611970,TimeToDie
611980,Oik 2
612010,Duel VR
612020,Zombidle : REMONSTERED
612030,Harvest Simulator VR
612050,VRIQ
612060,Indie Dream
612070,Kio's Adventure
612100,These nights in Cairo
612110,Sweet fantasy
612120,Darwin's bots: Episode 1
612140,Weebish Mines
612150,Conran - The dinky Raccoon
612160,Splinter Zone
612170,One Eyed Kutkh
612190,Fastigium: Dead End
612220,Chaos Edge
612250,Eastwood VR
612300,Sudden Strike Gold
612310,GORB
612370,PAKO 2
612380,Cryptocracy
612390,Dandara
612430,Epic Mayhem
612440,The Cable Center - Virtual Archive
612470,Bio Inc. Redemption
612510,The Far Frontier
612520,Sudden Strike 2 Gold
612540,Sudden Strike 3
612570,Fort Triumph
612590,Mouse Playhouse
612600,Drone Fighters
612610,Bombinator
612620,Detective Butler: Maiden Voyage Murder
612670,Moonfall
612720,SAELIG
612740,Bokida - Heartfelt Reunion
612750,Scorb VR
612790,INFINITI VR
